Cust_Tenure,Trans_Mean,Trans_STD,Trans_Freq,Trans_SUM,Food_Mean,Food_STD,Food_Freq,Food_SUM,Promotion_Mean,Promotion_STD,Promotion_Freq,Promotion_SUM,Active_Customer
0.460784314,0.070096022,0.058824807,0.342857143,0.070096022,0.065660414,0.066788908,0.3625,0.065660414,0,0,0,0,1
0.007469655,0.004360824,0.005688621,0.114285714,0.004360824,0.00732421,0.014645107,0.06875,0.00732421,0,0,0,0,1
0.08636788,0.045564978,0.039056976,0.4,0.045564978,0.050820625,0.067606912,0.325,0.050820625,0,0,0,0,1
0.37535014,0.059938795,0.053141373,0.457142857,0.059938795,0.022546738,0.034098303,0.14375,0.022546738,0,0,0,0,1
0.578898226,0.095668345,0.081670552,0.742857143,0.095668345,0.144132107,0.127429201,0.61875,0.144132107,0,0,0,0,1
0.331932773,0.067187442,0.055759185,0.542857143,0.067187442,0.100172928,0.089904665,0.5375,0.100172928,0,0,0,0,1
0.036414566,0.069362457,0.135081994,0.2,0.069362457,0.145181157,0.239272573,0.2,0.145181157,0,0,0,0,1
0.21101774,0.070685826,0.057656743,0.542857143,0.070685826,0.10638024,0.122205846,0.4125,0.10638024,0.00617284,0.006394563,0.193548387,0.00617284,1
0.077030812,0.048104284,0.04280459,0.285714286,0.048104284,0.063256125,0.080735593,0.25,0.063256125,0,0,0,0,1
0.003267974,0.003524154,0.003834048,0.142857143,0.003524154,0.005340932,0.012563378,0.04375,0.005340932,0,0,0,0,1
0.387488329,0.063866814,0.10856045,0.2,0.063866814,0.151129251,0.2108376,0.3625,0.151129251,0,0,0,0,1
0.06022409,0.04136698,0.0389113,0.228571429,0.04136698,0,0,0,0,0.112962963,0.105578371,0.225806452,0.112962963,1
0.201213819,0.025595333,0.022841639,0.228571429,0.025595333,0.02043646,0.03424429,0.1625,0.02043646,0.149382716,0.151868651,0.419354839,0.149382716,1
0.454248366,0.055101886,0.061790952,0.371428571,0.055101886,0.096206372,0.162806647,0.26875,0.096206372,0,0,0,0,1
0.10410831,0.06170228,0.073555126,0.342857143,0.06170228,0.007567771,0.010799351,0.13125,0.007567771,0,0,0,0,1
0.056489262,0.030081235,0.040697479,0.285714286,0.030081235,0.055827531,0.091465799,0.23125,0.055827531,0,0,0,0,1
0.033146592,0.031920218,0.033683993,0.171428571,0.031920218,0.007066732,0.014851211,0.0875,0.007066732,0,0,0,0,1
0.258169935,0.092526263,0.123492016,0.4,0.092526263,0.223459741,0.268566267,0.48125,0.223459741,0.061728395,0.099184963,0.064516129,0.061728395,1
0.609243697,0.075970795,0.07087713,0.771428571,0.075970795,0.16769136,0.189698564,0.6125,0.16769136,0.087037037,0.087542838,0.387096774,0.087037037,1
0.217553688,0.054602507,0.043089954,0.8,0.054602507,0.074844382,0.058646171,0.725,0.074844382,0.097530864,0.086065835,0.548387097,0.097530864,1
0.845471522,0.068099846,0.064034754,0.314285714,0.068099846,0.118179003,0.13560035,0.35625,0.118179003,0,0,0,0,1
0.089635854,0.057807963,0.063722388,0.314285714,0.057807963,0.062629826,0.068844027,0.3625,0.062629826,0,0,0,0,1
0.122782446,0.061675397,0.05669654,0.4,0.061675397,0.10446655,0.104235122,0.46875,0.10446655,0,0,0,0,1
0.295985061,0.112061511,0.082787056,0.914285714,0.112061511,0.079171059,0.082627905,0.45625,0.079171059,0.092592593,0.144251311,0.193548387,0.092592593,1
0.080298786,0.094847924,0.101411333,0.228571429,0.094847924,0.047024561,0.070302807,0.225,0.047024561,0.011111111,0.025521333,0.032258065,0.011111111,1
0.074229692,0.026265098,0.02680593,0.314285714,0.026265098,0.032724084,0.041466816,0.2625,0.032724084,0,0,0,0,1
0.418300654,0.028982578,0.027819667,0.2,0.028982578,0.025187629,0.035749663,0.1875,0.025187629,0.05,0.049765967,0.225806452,0.05,1
0.31512605,0.224666241,0.179003051,0.771428571,0.224666241,0.415514104,0.361708269,0.81875,0.415514104,0.10308642,0.060824342,0.548387097,0.10308642,1
0.054154995,0.019953306,0.019390294,0.228571429,0.019953306,0.021241949,0.033343352,0.15625,0.021241949,0.090123457,0.148588729,0.129032258,0.090123457,1
0.633986928,0.070249028,0.07694586,0.485714286,0.070249028,0.147040915,0.141831371,0.5625,0.147040915,0.315391399,0.245364449,0.709677419,0.315391399,1
0.067226891,0.040626654,0.051954632,0.257142857,0.040626654,0.07362484,0.090679949,0.3625,0.07362484,0.124074074,0.113524451,0.322580645,0.124074074,1
0.572362278,0.120802876,0.105817007,0.342857143,0.120802876,0.160257548,0.168773559,0.4875,0.160257548,0.005555556,0.007208918,0.096774194,0.005555556,1
0.079365079,0.028822005,0.047882173,0.257142857,0.028822005,0.02912113,0.040265794,0.2,0.02912113,0.033950617,0.071095927,0.064516129,0.033950617,1
0.139122316,0.041510539,0.036352439,0.685714286,0.041510539,0.055731847,0.058947122,0.4875,0.055731847,0.07345679,0.06775423,0.225806452,0.07345679,1
0.160130719,0.148822317,0.148689554,0.4,0.148822317,0.182595519,0.1840403,0.74375,0.182595519,0,0,0,0,1
0.091970121,0.027593762,0.026115831,0.342857143,0.027593762,0.002491275,0.006295467,0.04375,0.002491275,0.001234568,0.001983699,0.064516129,0.001234568,1
0.443510738,0.109172365,0.091646695,0.457142857,0.109172365,0.244785197,0.221574463,0.575,0.244785197,0,0,0,0,1
0.042950514,0.034920398,0.060473332,0.171428571,0.034920398,0.014744105,0.031097283,0.10625,0.014744105,0.053703704,0.065838328,0.129032258,0.053703704,1
0.031279178,0.029143151,0.047921497,0.142857143,0.029143151,0.026495896,0.054221321,0.1125,0.026495896,0.012345679,0.028357036,0.032258065,0.012345679,1
0.463118581,0.080590095,0.069729301,0.542857143,0.080590095,0.083976159,0.085518309,0.45625,0.083976159,0.001234568,0.002835704,0.032258065,0.001234568,1
0.751633987,0.110730047,0.131095034,0.457142857,0.110730047,0.190586041,0.199853796,0.49375,0.190586041,0.02037037,0.02285001,0.129032258,0.02037037,1
0.773109244,0.076307276,0.058229144,0.685714286,0.076307276,0.068849316,0.063623853,0.3875,0.068849316,0,0,0,0,1
0.337535014,0.05268822,0.045808638,0.314285714,0.05268822,0.016596904,0.017870118,0.20625,0.016596904,0.059259259,0.057884544,0.225806452,0.059259259,1
0.70681606,0.197666411,0.11546748,0.828571429,0.197666411,0.205825966,0.153589703,0.76875,0.205825966,0,0,0,0,1
0.363211951,0.115335269,0.102617083,0.685714286,0.115335269,0.053652885,0.049846608,0.45,0.053652885,0,0,0,0,1
0.071428571,0.047958924,0.049075064,0.285714286,0.047958924,0.00640216,0.009790225,0.0875,0.00640216,0.20617284,0.197712923,0.258064516,0.20617284,1
0.126517274,0.003747266,0.005408292,0.085714286,0.003747266,0,0,0,0,0.003703704,0.004357861,0.129032258,0.003703704,1
0.376283847,0.101029561,0.099224681,0.4,0.101029561,0.080627203,0.195803129,0.1,0.080627203,0.124691358,0.198293582,0.129032258,0.124691358,1
0.019607843,0.0122289,0.014705563,0.142857143,0.0122289,0.003722995,0.008676202,0.05,0.003722995,0,0,0,0,1
0.387021475,0.061588056,0.086814227,0.285714286,0.061588056,0.117524869,0.217252918,0.225,0.117524869,0,0,0,0,1
